Original Order,Year,Event Type,Game System,Game ID,Title,Long Description,GM Names,Total Rounds,Experience Required,Cost $,Location,Also Runs,Start Date & Time,Short Description,Minimum Players,Prize,Rulex Complexity,Rules Edition,Age Required,End Date & Time,Group,Maximum Players,Materials Provided,Duration,Website,Email,Tournament?,Round Number,Minimum Play Time,Attendee Registration?,Room Name,Table Number,Special Category,Tickets Available,Last Modified
1277,1990,ROLE-PLAYING GAME,SHADOWRUN by FASA,400459,Out Of The Shadows,Corporate Execs have hired you to save the Ceimos Program. Deimos is lost in space.,Tom Gard,1,I,2,"E410, E. Game Hall",,,,,,,,,,,,,,,,,,,,,,,,
1278,1990,ROLE-PLAYING GAME,STORMBRINGER Game by Chaosium,400133,Dinner of Champions,Choose your favorite Eternal Champion. Judge will provide stats for all of them. Prepare to defend the Multiverse from the coming of Azathoth! Be careful or YOU may be the MAIN COURSE!,Cliff Winnig,1,I,2,"E502, E. Game Hall",,,,,,,,,,,,,,,,,,,,,,,,
1279,1990,ROLE-PLAYING GAME,TOON Game by Steve Jackson Games,400127,Bugs Bunny vs. Roger Rabbit,Who will win when Wascally Wabbits Wampage? We’ll find out as these two masters of mirth collide with the Ghost Busters in a Cartoon Haunted House! Undead GM continues here.,Bob “Darkforce” Brinkman,1,I,2,"K36, Kilbourn",13,,,,,,,,,,,,,,,,,,,,,,,
1280,1990,ROLE-PLAYING GAME,"VARIANT OF AD&D GAME by TSR, Inc.",400407,Snarf’s Quest,Enter the world of Elmore’s Snarf Quest! Be Snarf or one of his companions on this role-playing extravaganza. Serious role-players only please.,Colin Crisanti,1,I,2,"K32, Kilbourn",14,,,,,,,,,,,,,,,,,,,,,,,
1281,1990,RPGA NETWORK SANCTIONED EVENT,"AD&D 2nd Edition Game by TSR, Inc.",450001,AD&D Game Grand Masters,"“Seeds Of Destruction” by Rich Lipman. An evil wizard’s power is growing unchecked. If the Hillside Six don’t stop him soon, the world will be his. MEMBERS ONLY-5th LEVEL & UP. 4 x Std. XP.",RPGA Network HQ,2,S,3,"BG-C, Bruce Hall Final: 13",,,,,,,,,,,,,,,,,,,,,,,,
1282,1990,RPGA NETWORK SANCTIONED EVENT,"AD&D 2nd Edition Game by TSR, Inc.",450011,AD&D Game Benefit for Okada,“The Jade Monkey” by Carl Buehler and Michael Weaver. You must face a mounting magical mystery and an irrascible enchanted pig or all is lost. Proceeds to the Okada Hearing Dog Program.,RPGA Network HQ,1,I,5,"BG-D, Bruce Hall",13,,,,,,,,,,,,,,,,,,,,,,,
1283,1990,RPGA NETWORK SANCTIONED EVENT,"AD&D 2nd Edition Game by TSR, Inc.",450012,AD&D Game Fluffy Quest,“The Curse Of Fluffystein” by Rick Reid. Unleash your imagination (and collar a few friends to join you) for a howling good time. This is the best Fluffy adventure yet! MEMBERS ONLY. Std. XP.,RPGA Network HQ,1,I,2,"BG-A, Bruce Hall","12, 13",,,,,,,,,,,,,,,,,,,,,,,
1284,1990,RPGA NETWORK SANCTIONED EVENT,PARANOIA Game by West End Games,450022,PARANOIA Masters,“Into The Depths” by Rich Bingle and Don Bingle. Six troubleshooters are sent to the tunnels where the treasonous and violent Commie Mutant Traitors play. MEMBERS ONLY-3rd LEVEL & UP. Triple Std. XP.,RPGA Network HQ,1,S,2,"BG-N, Bruce Hall",,,,,,,,,,,,,,,,,,,,,,,,
1285,1990,RPGA NETWORK SANCTIONED EVENT,SPACE 1889: by Game Designers Workshop,450024,SPACE 1889,"“The Tears Of Seldon” by Julia Martin. You must research “The Tharsis Fragment,” a scrap of paper that could lead to the tomb of a long-dead emperor -and riches and fame untold. OPEN TO ALL. Std. XP.",RPGA Network HQ,1,I,2,"BG-O, Bruce Hall",,,,,,,,,,,,,,,,,,,,,,,,
1286,1990,RPGA NETWORK SANCTIONED EVENT,"SPELLJAMMER Campaign by TSR, Inc.",450014,AD&D Game SPELLJAMMER,“The Unsung Fantastic and Perilous Expedition of Ironhelm Jones’ Rock Bottom Dwarven Mining Company’” by Jean Rabe. OPEN TO ALL. Network members receive standard experience points.,RPGA Network HQ,1,I,2,"BG-G, Bruce Hall",,,,,,,,,,,,,,,,,,,,,,,,
1287,1990,STRATEGIC B0ARDGAME,AXIS & ALLIES by Milton Bradley,200020,Axis And Allies,Free-wheeling strategic World War II game from Milton Bradley. Will the Germans finally win the war? Will your favorite opening pay off? Try it and see.,Thomas Tiffany,1,I,2,"W312, W. Game Hall",14,,,,,,,,,,,,,,,,,,,,,,,
1288,1990,STRATEGIC B0ARDGAME,"DAWN PATROL Game by TSR, Inc. ",200081,Over the Front -March 1918,Both sides have a choice selection of air and ground targets.,Eric Weiss,1,S,2,"ED2, E. Game Hall",,,,,,,,,,,,,,,,,,,,,,,,
1289,1990,STRATEGIC B0ARDGAME,EMPIRE BUILDER by Mayfair Games,200058,"Empire Builder, With The Works",Tired of playing the plain vanilla version? Try all the favorite variations in this pizza topping approach. Each table picks which house rules to use-2 quick & 2 slow variations. Prizes for winner,Darwin Bromley,1,I,2,"W113A, W. Game Hall",,,,,,,,,,,,,,,,,,,,,,,,
1290,1990,STRATEGIC B0ARDGAME,UP FRONT by Avalon Hill,200062,Second Annual Up Front Open,"After the great response we had last year, even grudge matches! We just had to do it again. Single elimination tournament.",Joel Tamburo/,3,I,2,"W115, W. Game Hall",C12,,,,,,,,,,,,,,,,,,,,,,,
1291,1990,COMPUTER GAMING,COMPUTER OPEN GAMING,600024,Computer Showcase,Try the latest and greatest in Amiga and C64 computer games from our extensive library. Runs every hour on the hour. One hour playing time only! On-site ticket sales only.,Milwaukee Area Commodore Enthusiast,1,N,2,"CGA, W. Hall FI. 2",,,,,,,,,,,,,,,,,,,,,,,,
1292,1990,COMPUTER GAMING,COMPUTER OPEN GAMING,600023,Open Gaming with Atari,Experience the latest and greatest software titles on Atari ST Computers. A ticket will allow you one hour of playing time with your choice of our software titles. Enjoy.,MilAtari Ltd.,1,N,2,"CGA, W. Hall FI. 2",,,,,,,,,,,,,,,,,,,,,,,,
1293,1990,COMPUTER GAMING,MIDI MAZE Computer Game,600015,Midi Maze Tournament,"Back for ’90, the most popular computer game of GEN CON Game Fair! 16 players link together on terminals to play the most exciting maze game ever made! One hour time limit per ticket.",MilAtari Ltd.,1,N,2,"CGA, W. Hall FI. 2",,,,,,,,,,,,,,,,,,,,,,,,
1294,1990,COMPUTER GAMING,SEMINAR,600021,Paper Games vs. Computer Games,But is it roleplaying? A lot of computer games call themselves roleplaying games but are they? Can a computer ever recreate the experience of face to face roleplaying? No-holds-barred.,Origin,Sem,N,FREE,"STAGE, Great Hall West",,,,,,,,,,,,,,,,,,,,,,,,
1295,1990,COMPUTER GAMING,THEIR FINEST HOUR by Lucasfilm,600002,Their Finest Hour,Climb into the cockpit of your Spitfire and fly against the German Luftwaffe in this 50th anniversary salute to the Battle of Britain. You too can be one of the FEW!,Milwaukee Area Commodore Enthusiast,1,N,2,"CGA, W. Hall FI. 2",11B,,,,,,,,,,,,,,,,,,,,,,,
1296,1990,FAMILY/COMMERICAL GAMING,DEMONSTRATION,100008,ELIXIR Demonstration,"Eye of Newt, Wing of Bat, Presto! What do you have? TSR’s terrific new game of wizards and potions. Can you be the first to brew the Elixir of Life?","TSR, Inc.",Demo,N,FREE,"TSRDEM01, Great Hall",,,,,,,,,,,,,,,,,,,,,,,,
1297,1990,MINIATURE GAMING,HARPOON by GDW,300119,HARPOON Advanced Scenario,For the more skilled and daring. Hosted by designer Larry Bond. Advanced Registration Required.,Games Designers’ Workshop Inc,1,S,2,"W212, W. Game Hall",,,,,,,,,,,,,,,,,,,,,,,,
1298,1990,OTHER,CAR WARS Game by Steve Jackson Games,900071,Car Wars Bull Session,"Steve Jackson, David Searle and friends will be sitting around swapping Car Wars stories and other tall futuristic freeway tales.",Steve Jackson Games,Sem,N,FREE,"S6,",,,,,,,,,,,,,,,,,,,,,,,,
1299,1990,OTHER,DEMONSTRATION,900058,TORG: Autograph Session,"Come meet the authors and designers of the newest roleplaying experience-Torg, The Possibility Wars! Get your items signed, making them instant collectors items!","West End Games, Ltd",Disp,I,FREE,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1990,OTHER,Fun For All at GEN CON Game Fair,900046,Comics Pro Panel,Comic Pros at a gaming convention? Why not? Come and watch. Hang out as worlds collide! Jim Lowder of TSR hosts a bunch of men outstanding in their fields (No -we don’t mean farmers...),"TSR, Inc.",Sem,N,FREE,"S4, Octagon West",,,,,,,,,,,,,,,,,,,,,,,,
1301,1990,OTHER,SEMINAR,900062,Exploring Palladiums Megaverse,"The Nolfen, The Invid, The Foot, The Mechanoids & now, The Coalition. If you’ve played Palladium, you’ve crossed paths with one of them. Discover the secrets of this wonderous miltiverse.",Palladium Books,Sem,N,FREE,"S1, Octagon West",,,,,,,,,,,,,,,,,,,,,,,,
1302,1990,OTHER,SEMINAR,900043,Fiction -We Know What We Like,What do editors look for when they buy fiction? Come to this seminar and find out what you need to know in order to have your short fiction published.,"TSR, Inc.",Sem,N,FREE,"S2, Octagon West",,,,,,,,,,,,,,,,,,,,,,,,
1303,1990,PLAY-BY-MAIL GAME,SEMINAR,800001,Play by Mail Baseball Seminar,"Historical Baseball League, using real life baseball stars. Develop your own ball park and manager.",Steven Elliott,Sem,N,2,"S5, Atrium SW",,,,,,,,,,,,,,,,,,,,,,,,
1304,1990,ROLE-PLAYING GAME,"BOOT HILL Game by TSR, Inc.",400303,BOOT HILL Game Demo,Experience the Wild West via the revised BOOTHILL game. Promise City is a wild and woolly place.,"TSR, Inc.",Demo,N,FREE,"TSRDEM03, Great Hall",,,,,,,,,,,,,,,,,,,,,,,,
1305,1990,ROLE-PLAYING GAME,SEMINAR,400372,Blessings & Curses...,...Clerics & Their Gods. Making more of the cleric than just a first aid kit. A discussion of the cleric in the campaign.,John Wheeler & Peter Rice,Sem,I,4,"S3, Octagon West",,,,,,,,,,,,,,,,,,,,,,,,
1306,1990,COMPUTER GAMING,COMPUTER OPEN GAMING,600024,Computer Showcase,Try the latest and greatest in Amiga and C64 computer games from our extensive library. Runs every hour on the hour. One hour playing time only! On-site ticket sales only.,Milwaukee Area Commodore Enthusiast,1,N,2,"CGA, W. Hall FI. 2",,,,,,,,,,,,,,,,,,,,,,,,
1307,1990,COMPUTER GAMING,COMPUTER OPEN GAMING,600023,Open Gaming with Atari,Experience the latest and greatest software titles on Atari ST Computers. A ticket will allow you one hour of playing time with your choice of our software titles. Enjoy.,MilAtari Ltd.,1,N,2,"CGA, W. Hall FI. 2",,,,,,,,,,,,,,,,,,,,,,,,
1308,1990,COMPUTER GAMING,MIDI MAZE Computer Game,600015,Midi Maze Tournament,"Back for ’90, the most popular computer game of GEN CON Game Fair! 16 players link together on terminals to play the most exciting maze game ever made! One hour time limit per ticket.",MilAtari Ltd.,1,N,2,"CGA, W. Hall FI. 2",,,,,,,,,,,,,,,,,,,,,,,,
1309,1990,COMPUTER GAMING,SEMINAR,600017,MASTER'S SCRIBE Seminar,"A multimedia presentation on the computerized referees data manager, MASTER’S SCRIBE, and the available adventure modules. Given, in Part, by Robert & Emily Love, creators of MASTER’S SCRIBE.",Rogue Software,Sem,N,FREE,Rogue Software,,,,,,,,,,,,,,,,,,,,,,,,
1310,1990,COMPUTER GAMING,TETRIS by Spectrum Holobyte,600016,Tetris,"It's time to Tetrisise! A two-round tourney for those who like arranging falling shapes into complete lines. It’s simple, its fun!",Milwaukee Area Commodore Enthusiast,2,N,2,"CGA, W. Hall FI. 2 Final: 13B",,,,,,,,,,,,,,,,,,,,,,,,
1311,1990,COMPUTER GAMING,THEIR FINEST HOUR by Lucasfilm,600002,Their Finest Hour,Climb into the cockpit of your Spitfire and fly against the German Luftwaffe in this 50th anniversary salute to the Battle of Britain. You too can be one of the FEW!,Milwaukee Area Commodore Enthusiast,1,N,2,"CGA, W. Hall FI. 2",,,,,,,,,,,,,,,,,,,,,,,,
1312,1990,FAMILY/COMMERICAL GAMING,MONOPOLY by Parker Brothers,100014,Official MONOPOLY Tournament,Come play in an official MONOPOLY tournament. Think you’re good with money and financial plans or do you just want to try your hand at an old family favorite? Join in! Fun for everyone!,Christian Link,2,I,2,"AZ, Atrium East","13B, 14A",,,,,,,,,,,,,,,,,,,,,,,
1313,1990,MINIATURE GAMING,FOR A FEW MINIATURES MORE by North Shore,300068,Getty’s Burgers,"What if Robert E. Lee had been an Ore? What if the Iron Brigade really was made of iron? Elves,Trolls Dwarves and more fight again over the fields of Pennsylvania. Ya gotta see it to believe it!",Jayson Gralewicz,1,S,2,"W212, W. Game Hall",C12,,,,,,,,,,,,,,,,,,,,,,,
1314,1990,MINIATURE GAMING,HARPOON by GDW,300114,Harpoon Seminar,Lariy Bond (best-selling author and game designer) hosts a seminar on the Harpoon modern naval wargame. He will discuss the rules and upcoming projects.,Games Designers’ Workshop Inc,Sem,N,FREE,"S4, Octagon West",,,,,,,,,,,,,,,,,,,,,,,,
1315,1990,MINIATURE GAMING,JAGDPANZER by Greenfield,300071,Morning Storm,German and Italian units defend their line of minefields. The British are attacking at dawn.,Jeff Gullion,1,N,2,"W218, W. Game Hall",C12A,,,,,,,,,,,,,,,,,,,,,,,
1316,1990,MINIATURE GAMING,PHOENIX COMMAND by Leading Edge Games,300080,Hedgerow Horror,W.W.II Patrol action on the Western Front. Man to man level with double blind movement.,Dan Brown,1,I,2,"W222, W. Game Hall",C12A,,,,,,,,,,,,,,,,,,,,,,,
1317,1990,MINIATURE GAMING,SCIENCE vs. PLUCK Game,300061,They Shoot Camels Don’t They?,"A role-playing miniature game. Players portray British commanders leading their valiant lads against a heroic foe, and a dastardly empire.",Jeffrey Grossman,1,I,2,"W322, W. Game Hall",C12,,,,,,,,,,,,,,,,,,,,,,,
1318,1990,MINIATURE GAMING,WARHAMMER RULES by Games Workshop,300106,Slaughter On Monte’s World,Marines and ores battle over a vital piece of land on the yellow death world of Monte’s planet. Named after the only person to attempt colonization.,Tom Ferris,1,N,2,"W221, W. Game Hall",C12,,,,,,,,,,,,,,,,,,,,,,,
1319,1990,OTHER,"AD&D Game by TSR, Inc.",900056,FORGOTTEN REALMS The Horde,"Did you think the Realms a right cheery, friendly place. Wait till you discover the Horde lurking on the horizon! A new development in the FORGOTTEN REALMS campaign.","TSR, Inc.",Sem,N,FREE,"S2, Octagon West",,,,,,,,,,,,,,,,,,,,,,,,
1320,1990,PLAY-BY-MAIL GAME,SEMINAR,800000,The Star-Saga Summit,PBM’ers! Come to the 1st Annual Star Saga Summit. Both players and Galactic observers are invited to come and talk about the game. Meet new friends and see your allies in person. New players welcome.,Thomas Yenchesky,Sem,N,2,"S5, Atrium SW",,,,,,,,,,,,,,,,,,,,,,,,
1321,1990,ROLE-PLAYING GAME,SEMINAR,400373,"Good, Evil & the Outside World","How do good and evil fit into your campaign? A frank discussion about the place of combat, gods and demons, torture, assassins and paladins and your public image in your game.",John Wheeler & Peter Rice,Sem,I,4,"S3, Octagon West",,,,,,,,,,,,,,,,,,,,,,,,
1322,1990,ROLE-PLAYING GAME,SEMINAR,400384,The Philosophy Of Role-playing,"...Structured vs. Freeform. A veteran of years of role-playing, our guest of honor, Frank Chadwick, examines the intricacies of role playing design.",Frank Chadwick,Sem,N,FREE,"S1, Octagon West",,,,,,,,,,,,,,,,,,,,,,,,
1323,1990,MINIATURE GAMING,"AD&D Game by TSR, Inc.",300131,The Throne Of Wishes,"Trapped in a plague infested city a stranger offers you a chance to get out. But first you must help find the Throne of Wishes.... AD&D 2nd Edition 6-8 players, skilled.",Joseph Zellmer,1,S,2,"W421, W. Game Hall",,,,,,,,,,,,,,,,,,,,,,,,
1324,1990,MINIATURE GAMING,HEROQUEST by Chaosium,300129,Quest For Shrapnel Of Death,Delve for the hidden shrapnel of Phadx in this fun filled game of Hero Quest. Both Hero Quest and Advanced Hero Quest sets will be used. Rules taught on-site.,Colin Crisanti,1,N,2,"W217, W. Game Hall",,,,,,,,,,,,,,,,,,,,,,,,
1325,1990,MINIATURE GAMING,INNER CITY Role-Playing Game Rules,300103,Playin ’ In The Streets,"You’re down, you’re out, you’ve had it with the straight & narrow and have turned to a life of crime! Live, thrive and survive in this parody of a modern day city.",Christopher Clark,1,N,2,"W209, W. Game Hall","13B, C14A",,,,,,,,,,,,,,,,,,,,,,,
1326,1990,MINIATURE GAMING,RENEGADE LEGION by FASA,300051,Guardian Angels,"Your commonwealth fighter group has been assigned to guard a shipment of medical supplies. Unfortunately, the TOG has taken an interest in this shipment. Are they sick or up to something?",David Blaeske,1,N,2,"W126, W. Game Hall",,,,,,,,,,,,,,,,,,,,,,,,
1327,1990,MINIATURE GAMING,THERE'S A BOCHE IN MY BUSH! by GHQ,300135,There Is A Boche In My Bush!,The 4th Canadian Armored division tangles with 12th SS “HitlerJugend” in the Normandy Bocage. WWII Micro Armour & Terrain Maker combined for classic wargaming enjoyment.,GHQ,1,N,FREE,"W219, W. Game Hall",,,,,,,,,,,,,,,,,,,,,,,,
1328,1990,ROLE-PLAYING GAME,"AD&D 2nd Edition Game by TSR, Inc.",400349,LANKHMAR: Adventure in Nehwon,An action packed adventure in which many seldom trodden reaches of Nehwon will be explored. Perhaps you will meet Fafhrd or the Gray Mouser.,"TSR, Inc.",1,I,2,"E314, E. Game Hall",,,,,,,,,,,,,,,,,,,,,,,,
1329,1990,ROLE-PLAYING GAME,"AD&D Game by TSR, Inc.",400191,Bob’s Revisited,"Claustrophobic? This adventure isn’t for you, unless you’re a masochist.Caving isn’t safe with Bob’s. Explore ancient terror and delight, solve the exit riddle,& escape to drink to your skill!",Kirk Sorensen,1,S,2,"E309, E. Game Hall",,,,,,,,,,,,,,,,,,,,,,,,
1330,1990,ROLE-PLAYING GAME,"AD&D Game by TSR, Inc.",400117,Bob’s The Word,"Saving Bobby is as easy as A.B.C. You are as good as your word. Roget the Wizard, is very good at words. Are you? Levels 5-9 provided. Problem solving and action, not role-playing. A Bob event.",Raymond Vaseleski,1,S,2,"E104, E. Game Hall",,,,,,,,,,,,,,,,,,,,,,,,
1331,1990,ROLE-PLAYING GAME,"AD&D Game by TSR, Inc.",400118,Bobzilla,"The ancient prophecy has come to pass. Mount Bob’s eruption unleashed Monsters to destroy the Earth. You must find a way to wake Bobzilla, the only hope to save all Bobland. A Bob event.",Carol Vaseleski,1,N,2,"E112, E. Game Hall",,,,,,,,,,,,,,,,,,,,,,,,
1332,1990,ROLE-PLAYING GAME,"AD&D Game by TSR, Inc.",400403,A Certain Sacrifice,"Our tried and true adventures must try to stop the monthly ceremony at the temple of set. In order to do this, your group must steal the objects to be sacificed from the catacombs beneath the temple.",Thomas Gaasch,1,I,2,"E410, E. Game Hall",13,,,,,,,,,,,,,,,,,,,,,,,
1333,1990,ROLE-PLAYING GAME,"AD&D Game by TSR, Inc.",400256,Cleric’s Quest!,An artifact built by long-dead Gods has fallen into the hands of an ancient inhuman necromancer. You must join 9 rival clerics & seek out this device. Can you save your world & further your God,Solomon Mintzer,1,S,2,"E705, E. Game Hall",,,,,,,,,,,,,,,,,,,,,,,,
